"ticket_no","name","ticket_title","description_plain","comments","solution"
T008583,iApp,TKT025923,"Approver code to be validated only if there’s a change, this change was already done and working & now I see the same problem coming again. Can you please check this in employee master integration. refer to vishal sir mail dated 09/Apr/2024 16:39.",Pending From Product Team,Issue resolved in new release shared on 15th May.
T008583,iApp,TKT025923,"Approver code to be validated only if there’s a change, this change was already done and working & now I see the same problem coming again. Can you please check this in employee master integration. refer to vishal sir mail dated 09/Apr/2024 16:39.",Issue resolved in new release shared on 15th May.,Issue resolved in new release shared on 15th May.
T008584,iApp,TKT025333,Unable to view 3 holiday dates while assigning holiday list to Lucknow CFA. 19-Aug-24 Monday Rakha Bandhan 01-Nov-24 Friday Diwali 15-Nov-24 Friday Kartik Purnima/Dev Deepawali,Assign to Ketul.,"Case Checked and Holiday Not Add added In mandatory holiday
Discussed with Site HR Komal And Case Closed"
T008584,iApp,TKT025333,Unable to view 3 holiday dates while assigning holiday list to Lucknow CFA. 19-Aug-24 Monday Rakha Bandhan 01-Nov-24 Friday Diwali 15-Nov-24 Friday Kartik Purnima/Dev Deepawali,Site HR Not Available,"Case Checked and Holiday Not Add added In mandatory holiday
Discussed with Site HR Komal And Case Closed"
T008584,iApp,TKT025333,Unable to view 3 holiday dates while assigning holiday list to Lucknow CFA. 19-Aug-24 Monday Rakha Bandhan 01-Nov-24 Friday Diwali 15-Nov-24 Friday Kartik Purnima/Dev Deepawali,Pending from Su team,"Case Checked and Holiday Not Add added In mandatory holiday
Discussed with Site HR Komal And Case Closed"
T008584,iApp,TKT025333,Unable to view 3 holiday dates while assigning holiday list to Lucknow CFA. 19-Aug-24 Monday Rakha Bandhan 01-Nov-24 Friday Diwali 15-Nov-24 Friday Kartik Purnima/Dev Deepawali,Case Checked And Forwarded To Product Team,"Case Checked and Holiday Not Add added In mandatory holiday
Discussed with Site HR Komal And Case Closed"
T008584,iApp,TKT025333,Unable to view 3 holiday dates while assigning holiday list to Lucknow CFA. 19-Aug-24 Monday Rakha Bandhan 01-Nov-24 Friday Diwali 15-Nov-24 Friday Kartik Purnima/Dev Deepawali,"Case Checked and Holiday Not Add added In mandatory holiday
Discussed with Site HR Komal And Case Closed","Case Checked and Holiday Not Add added In mandatory holiday
Discussed with Site HR Komal And Case Closed"
T008585,iApp,TKT025770,Below SPDL employee has not opted for optional holiday & has kept holiday what company has shared. But in his attendance view holiday for gudi padwa 9th Apr is reflecting as blank. Emp code - 85726,Assign to ketul.,"Query Shared To Sun Team.

Please check and execute queries in below orders as below(for ticket no.TKT025770):

Step 1) INSERT INTO adjustapply (companyid, locationid, category, userid, f1, f2, f3, f4, createdby,laststatus, SendAppTo,
        appdt, grantby, grantdt, Appliedfrom, AppliedRuleid, SancRequired, SancDone, GeneratedBy, SpecificBy, ForwardingType)
VALUES ('1', '13', 'OptionalHoliday', '70408', '1612,1379,1380,1381', '2024', '1375,1379,1380,1381', '1375,1379,1380,1381', '70408', 'G', '0',
        '24-APR-24', '-5', '24-APR-24', 'PO', '1', '1', '1', 'E', 'N', '1')

Step 2) INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1612', '19-AUG-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1379', '31-OCT-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1380', '01-NOV-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1381', '25-DEC-24', 'G')

Step 3) Update attdmain set holiday='' where empid='70408' and attddate='09-APR-24'

Step 4) Update attdmain set holiday='H' where empid='70408' and attddate='19-AUG-24'"
T008585,iApp,TKT025770,Below SPDL employee has not opted for optional holiday & has kept holiday what company has shared. But in his attendance view holiday for gudi padwa 9th Apr is reflecting as blank. Emp code - 85726,Site HR Not Available,"Query Shared To Sun Team.

Please check and execute queries in below orders as below(for ticket no.TKT025770):

Step 1) INSERT INTO adjustapply (companyid, locationid, category, userid, f1, f2, f3, f4, createdby,laststatus, SendAppTo,
        appdt, grantby, grantdt, Appliedfrom, AppliedRuleid, SancRequired, SancDone, GeneratedBy, SpecificBy, ForwardingType)
VALUES ('1', '13', 'OptionalHoliday', '70408', '1612,1379,1380,1381', '2024', '1375,1379,1380,1381', '1375,1379,1380,1381', '70408', 'G', '0',
        '24-APR-24', '-5', '24-APR-24', 'PO', '1', '1', '1', 'E', 'N', '1')

Step 2) INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1612', '19-AUG-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1379', '31-OCT-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1380', '01-NOV-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1381', '25-DEC-24', 'G')

Step 3) Update attdmain set holiday='' where empid='70408' and attddate='09-APR-24'

Step 4) Update attdmain set holiday='H' where empid='70408' and attddate='19-AUG-24'"
T008585,iApp,TKT025770,Below SPDL employee has not opted for optional holiday & has kept holiday what company has shared. But in his attendance view holiday for gudi padwa 9th Apr is reflecting as blank. Emp code - 85726,Pending from sun team,"Query Shared To Sun Team.

Please check and execute queries in below orders as below(for ticket no.TKT025770):

Step 1) INSERT INTO adjustapply (companyid, locationid, category, userid, f1, f2, f3, f4, createdby,laststatus, SendAppTo,
        appdt, grantby, grantdt, Appliedfrom, AppliedRuleid, SancRequired, SancDone, GeneratedBy, SpecificBy, ForwardingType)
VALUES ('1', '13', 'OptionalHoliday', '70408', '1612,1379,1380,1381', '2024', '1375,1379,1380,1381', '1375,1379,1380,1381', '70408', 'G', '0',
        '24-APR-24', '-5', '24-APR-24', 'PO', '1', '1', '1', 'E', 'N', '1')

Step 2) INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1612', '19-AUG-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1379', '31-OCT-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1380', '01-NOV-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1381', '25-DEC-24', 'G')

Step 3) Update attdmain set holiday='' where empid='70408' and attddate='09-APR-24'

Step 4) Update attdmain set holiday='H' where empid='70408' and attddate='19-AUG-24'"
T008585,iApp,TKT025770,Below SPDL employee has not opted for optional holiday & has kept holiday what company has shared. But in his attendance view holiday for gudi padwa 9th Apr is reflecting as blank. Emp code - 85726,Case Checked and Forwarded To Sun Team,"Query Shared To Sun Team.

Please check and execute queries in below orders as below(for ticket no.TKT025770):

Step 1) INSERT INTO adjustapply (companyid, locationid, category, userid, f1, f2, f3, f4, createdby,laststatus, SendAppTo,
        appdt, grantby, grantdt, Appliedfrom, AppliedRuleid, SancRequired, SancDone, GeneratedBy, SpecificBy, ForwardingType)
VALUES ('1', '13', 'OptionalHoliday', '70408', '1612,1379,1380,1381', '2024', '1375,1379,1380,1381', '1375,1379,1380,1381', '70408', 'G', '0',
        '24-APR-24', '-5', '24-APR-24', 'PO', '1', '1', '1', 'E', 'N', '1')

Step 2) INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1612', '19-AUG-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1379', '31-OCT-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1380', '01-NOV-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1381', '25-DEC-24', 'G')

Step 3) Update attdmain set holiday='' where empid='70408' and attddate='09-APR-24'

Step 4) Update attdmain set holiday='H' where empid='70408' and attddate='19-AUG-24'"
T008585,iApp,TKT025770,Below SPDL employee has not opted for optional holiday & has kept holiday what company has shared. But in his attendance view holiday for gudi padwa 9th Apr is reflecting as blank. Emp code - 85726,"Query Shared To Sun Team.

Please check and execute queries in below orders as below(for ticket no.TKT025770):

Step 1) INSERT INTO adjustapply (companyid, locationid, category, userid, f1, f2, f3, f4, createdby,laststatus, SendAppTo,
        appdt, grantby, grantdt, Appliedfrom, AppliedRuleid, SancRequired, SancDone, GeneratedBy, SpecificBy, ForwardingType)
VALUES ('1', '13', 'OptionalHoliday', '70408', '1612,1379,1380,1381', '2024', '1375,1379,1380,1381', '1375,1379,1380,1381', '70408', 'G', '0',
        '24-APR-24', '-5', '24-APR-24', 'PO', '1', '1', '1', 'E', 'N', '1')

Step 2) INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1612', '19-AUG-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1379', '31-OCT-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1380', '01-NOV-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1381', '25-DEC-24', 'G')

Step 3) Update attdmain set holiday='' where empid='70408' and attddate='09-APR-24'

Step 4) Update attdmain set holiday='H' where empid='70408' and attddate='19-AUG-24'","Query Shared To Sun Team.

Please check and execute queries in below orders as below(for ticket no.TKT025770):

Step 1) INSERT INTO adjustapply (companyid, locationid, category, userid, f1, f2, f3, f4, createdby,laststatus, SendAppTo,
        appdt, grantby, grantdt, Appliedfrom, AppliedRuleid, SancRequired, SancDone, GeneratedBy, SpecificBy, ForwardingType)
VALUES ('1', '13', 'OptionalHoliday', '70408', '1612,1379,1380,1381', '2024', '1375,1379,1380,1381', '1375,1379,1380,1381', '70408', 'G', '0',
        '24-APR-24', '-5', '24-APR-24', 'PO', '1', '1', '1', 'E', 'N', '1')

Step 2) INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1612', '19-AUG-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1379', '31-OCT-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1380', '01-NOV-24', 'G')
INSERT INTO optionalholidays (locationId, CompanyId, appid, empid, Year, HolidayID, HolidayDate, AppStatus)
VALUES ('13', '1', (select id from adjustapply where category = 'OptionalHoliday' AND userid = '70408'), '70408', '2024', '1381', '25-DEC-24', 'G')

Step 3) Update attdmain set holiday='' where empid='70408' and attddate='09-APR-24'

Step 4) Update attdmain set holiday='H' where empid='70408' and attddate='19-AUG-24'"
T008586,iApp,Pankaj Kumar Mishra Attendance Not Visible in LMS.,"Below employee Mr.Pankaj Mishra marking his attendance daily, But not visible in LMS please support,",Shift roaster not updated automatically.,Shift roaster updated manually.
T008587,iApp,Employees ACS Status Active Mathiyazhagan R - 1128543,employee id still active in iApp ACS however the said employee has left out.,"The mentioned employee record is not synchronized from ISAM to the Employee Resignation table; therefore, the same is still actively displayed in ACM. ","The mentioned employee record is not synchronized from ISAM to the Employee Resignation table; therefore, the same is still actively displayed in ACM. "
T008588,iApp,previous dates Shift changed after new shift update in LMS,After updating new shift of on roll employees their previous shift changed in LMS due to this issue we are unable to get proper details.,"After shift pattern policy changed , Old updated shift changed auto matically.","auto shifts were assigned, when a user manually updates the shift for a day, It converts from auto to a fixed shift, since the shift is changed, the existing punches for the day can be moved to previous/Next day based on the assigned shift and punches, Therefore, the system is re-processing the previous date shift as well, during the re-processing, the system again attempts to detect the previous date shift and update accordingly.
"
T008588,iApp,previous dates Shift changed after new shift update in LMS,After updating new shift of on roll employees their previous shift changed in LMS due to this issue we are unable to get proper details.,"auto shifts were assigned, when a user manually updates the shift for a day, It converts from auto to a fixed shift, since the shift is changed, the existing punches for the day can be moved to previous/Next day based on the assigned shift and punches, Therefore, the system is re-processing the previous date shift as well, during the re-processing, the system again attempts to detect the previous date shift and update accordingly.
","auto shifts were assigned, when a user manually updates the shift for a day, It converts from auto to a fixed shift, since the shift is changed, the existing punches for the day can be moved to previous/Next day based on the assigned shift and punches, Therefore, the system is re-processing the previous date shift as well, during the re-processing, the system again attempts to detect the previous date shift and update accordingly.
"
T008589,iApp,Regarding Policy,unable to upload leave balance on Spectra,"Duplicate ticket 
Reference ticket no:-T008305
",Duplicate ticket Reference ticket no:-T008305
T008590,iApp,ATTENDANCE AS ON 11/04/24,"OT & COFF to be applied and approved till 15/04/24 Leave, OD, Tour, Miss-Punch, Card Forgotten etc. to be applied and approved before 17/04/24",Esclated to Prakash,"Punches are now reflacted in system
"
T008590,iApp,ATTENDANCE AS ON 11/04/24,"OT & COFF to be applied and approved till 15/04/24 Leave, OD, Tour, Miss-Punch, Card Forgotten etc. to be applied and approved before 17/04/24","Punches are now reflacted in system
Confirmed","Punches are now reflacted in system
"
T008591,iApp,Shift & Punch not show,Mr. Pranav Vichare (317095) is working at magnet park location. But his Shift code & punching is not show in his attendance.,"The issue has already been escalated to the QC team.

duplicate ticket
reference ticket ID.T008713",The issue has already been escalated to the QC team. duplicate ticket reference ticket ID.T008713
T008592,iApp,Badge layout not showing ,Please review the attached screenshot. We are encountering an error preventing us from printing the Visitor Pass. Kindly address this issue as soon as possible.,"1. The error showing that the badge layout is not defined occurred when generating the gate pass for the visitor. 
2. Upon checking the visitor ID, I found that the visitor category is from the Zydus Biologics location. 
3. After opening the visitor category and selecting the badge layout, the error was resolved, and the gate pass was generated properly.

","1. The error showing that the badge layout is not defined occurred when generating the gate pass for the visitor. 
2. Upon checking the visitor ID, I found that the visitor category is from the Zydus Biologics location. 
3. After opening the visitor category and selecting the badge layout, the error was resolved, and the gate pass was generated properly.

"
T008593,ARSWin-Net,Overtime issue,"Additionally, when an auto shift is assigned to an employee their overtime is not calculated. client : GIC",Schedule on second half,"We did reprocess swipe for all employees from utility > reprocess swipe > select all employees > select the date > save. We checked the work hour but due to auto shift not working properly extra work hour will not calculating properly. We changed the shift pattern to that employee than reprocess swipe , now work hour and extra hour calculate correctly. We suggested them that due to shift allocation and auto shift not working properly issue occur. We assign the auto1 to all sales employee and suggested them to observe till Monday than we we will update to all employee."
T008593,ARSWin-Net,Overtime issue,"Additionally, when an auto shift is assigned to an employee their overtime is not calculated. client : GIC",Wait for remote,"We did reprocess swipe for all employees from utility > reprocess swipe > select all employees > select the date > save. We checked the work hour but due to auto shift not working properly extra work hour will not calculating properly. We changed the shift pattern to that employee than reprocess swipe , now work hour and extra hour calculate correctly. We suggested them that due to shift allocation and auto shift not working properly issue occur. We assign the auto1 to all sales employee and suggested them to observe till Monday than we we will update to all employee."
T008593,ARSWin-Net,Overtime issue,"Additionally, when an auto shift is assigned to an employee their overtime is not calculated. client : GIC","We did reprocess swipe for all employees from utility > reprocess swipe > select all employees > select the date > save. We checked the work hour but due to auto shift not working properly extra work hour will not calculating properly. We changed the shift pattern to that employee than reprocess swipe , now work hour and extra hour calculate correctly. We suggested them that due to shift allocation and auto shift not working properly issue occur. We assign the auto1 to all sales employee and suggested them to observe till Monday than we we will update to all employee. ","We did reprocess swipe for all employees from utility > reprocess swipe > select all employees > select the date > save. We checked the work hour but due to auto shift not working properly extra work hour will not calculating properly. We changed the shift pattern to that employee than reprocess swipe , now work hour and extra hour calculate correctly. We suggested them that due to shift allocation and auto shift not working properly issue occur. We assign the auto1 to all sales employee and suggested them to observe till Monday than we we will update to all employee."
T008594,iApp,TKT025839,"As per below screen short, below employees have applied leave encashment applications. Please note that we have not received any notification against these applications. Also, same issue happens when employees apply maternity leave or paternity leave and reporting manager approves his/her application, after that its goes to HR approval – In such cases also, HR /admin login do not get any notification. GURGAON 48458 Sanjay Chauhan PL - Privilege Leave 16/04/2024 16/04/2024 27 Pending Urgent require of funds. Pending At Hr/Admin 16/04/2024 12:57 Urgent require of funds",Assign to Ketul.,"We don't have any provision to notify HR., encase manager is not getting notification, verify with notification logs and sanctioning rule"
T008594,iApp,TKT025839,"As per below screen short, below employees have applied leave encashment applications. Please note that we have not received any notification against these applications. Also, same issue happens when employees apply maternity leave or paternity leave and reporting manager approves his/her application, after that its goes to HR approval – In such cases also, HR /admin login do not get any notification. GURGAON 48458 Sanjay Chauhan PL - Privilege Leave 16/04/2024 16/04/2024 27 Pending Urgent require of funds. Pending At Hr/Admin 16/04/2024 12:57 Urgent require of funds",Case Checked And Forwarded To Product Team,"We don't have any provision to notify HR., encase manager is not getting notification, verify with notification logs and sanctioning rule"
