"ticket_no","name","ticket_title","description_plain","comments","solution"
T020352,iApp,TKT038853,"A new employee has been granted access to our Makarpura site; however, when attempting to punch in, the machine displays an ""Authorization Failed"" message. Please investigate this issue. Name - Jignesh Patel SAP ID - 392764",assign to ketulbhai,"As per today’s meeting, we updated the latest shared firmware.

After the update, we checked Mr. Jignesh Patel’s punch data and encountered the error: **EmpID Int.Fail - Card Not Properly Read in iApp**.

To resolve this, we surrendered Mr. Jignesh Patel’s card and assigned a new one. After this change, Mr. Patel was able to successfully punch in on the machine.

We then surrendered the newly assigned card, reassigned the old card to Mr. Patel, and re-read the card in iApp. Once access was granted, Mr. Patel was able to punch in with his old card as well.

There is no issue with the card or software; the issue occurred because the card was not properly read."
T020352,iApp,TKT038853,"A new employee has been granted access to our Makarpura site; however, when attempting to punch in, the machine displays an ""Authorization Failed"" message. Please investigate this issue. Name - Jignesh Patel SAP ID - 392764","As per today’s meeting, we updated the latest shared firmware.

After the update, we checked Mr. Jignesh Patel’s punch data and encountered the error: **EmpID Int.Fail - Card Not Properly Read in iApp**.

To resolve this, we surrendered Mr. Jignesh Patel’s card and assigned a new one. After this change, Mr. Patel was able to successfully punch in on the machine.

We then surrendered the newly assigned card, reassigned the old card to Mr. Patel, and re-read the card in iApp. Once access was granted, Mr. Patel was able to punch in with his old card as well.

There is no issue with the card or software; the issue occurred because the card was not properly read.","As per today’s meeting, we updated the latest shared firmware.

After the update, we checked Mr. Jignesh Patel’s punch data and encountered the error: **EmpID Int.Fail - Card Not Properly Read in iApp**.

To resolve this, we surrendered Mr. Jignesh Patel’s card and assigned a new one. After this change, Mr. Patel was able to successfully punch in on the machine.

We then surrendered the newly assigned card, reassigned the old card to Mr. Patel, and re-read the card in iApp. Once access was granted, Mr. Patel was able to punch in with his old card as well.

There is no issue with the card or software; the issue occurred because the card was not properly read."
T020353,NetXsControl Ent.,Sync Problem For Users,"Dear Team Spectra, As discussed with Mr. Sahil, We are facing challenge regarding sync of User for Biometrics. User with multiple gates are facing challenge for access in biometric even after gates are allocated to them. We keep have to update finger for individual user or we have to dump it to reader controller wise at every 2 or 3 days. Refer below screens for reference. Thanks &","The client is facing an issue where users/employees are unable to punch in for 2-3 days due to an error message stating ""User not found."" As a workaround, they are doing it manually, but the issue persists after 2-3 days.

We have checked the firmware, still no solution so i am assigning this ticket to L2",Reference ticket id :-T027972
T020353,NetXsControl Ent.,Sync Problem For Users,"Dear Team Spectra, As discussed with Mr. Sahil, We are facing challenge regarding sync of User for Biometrics. User with multiple gates are facing challenge for access in biometric even after gates are allocated to them. We keep have to update finger for individual user or we have to dump it to reader controller wise at every 2 or 3 days. Refer below screens for reference. Thanks &","The client is facing an issue where users/employees are unable to punch in for 2-3 days due to an error message stating ""User not found."" As a workaround, they are doing it manually, but the issue persists after 2-3 days. We have checked the firmware, still no solution so i am assigning this ticket to L2",Reference ticket id :-T027972
T020353,NetXsControl Ent.,Sync Problem For Users,"Dear Team Spectra, As discussed with Mr. Sahil, We are facing challenge regarding sync of User for Biometrics. User with multiple gates are facing challenge for access in biometric even after gates are allocated to them. We keep have to update finger for individual user or we have to dump it to reader controller wise at every 2 or 3 days. Refer below screens for reference. Thanks &","Hi Nitin,

In the Bioscribe 2C machine, after 2-3 days or weekly, all user data is automatically erased. After the user data is dumped, the user is able to punch in on the machine, but after 2-3 days or weekly, the data is erased again.

Please check the issue and provide a solution for the same.",Reference ticket id :-T027972
T020353,NetXsControl Ent.,Sync Problem For Users,"Dear Team Spectra, As discussed with Mr. Sahil, We are facing challenge regarding sync of User for Biometrics. User with multiple gates are facing challenge for access in biometric even after gates are allocated to them. We keep have to update finger for individual user or we have to dump it to reader controller wise at every 2 or 3 days. Refer below screens for reference. Thanks &",there is a bug in firmware we send latest firmware  as soon as possible,Reference ticket id :-T027972
T020353,NetXsControl Ent.,Sync Problem For Users,"Dear Team Spectra, As discussed with Mr. Sahil, We are facing challenge regarding sync of User for Biometrics. User with multiple gates are facing challenge for access in biometric even after gates are allocated to them. We keep have to update finger for individual user or we have to dump it to reader controller wise at every 2 or 3 days. Refer below screens for reference. Thanks &",Reference ticket id :-T027972,Reference ticket id :-T027972
T020354,iApp,"Employee ID - W145959, successfully blocked by API but still showing active.","Employee ID - W145959, successfully blocked by API but still showing active.","Ticket made on behalf of Milan Sir, So Aligning it to him.",version updated and resolved reported issue 
T020354,iApp,"Employee ID - W145959, successfully blocked by API but still showing active.","Employee ID - W145959, successfully blocked by API but still showing active.","

{""companyCode"":""C01"",""locationCode"":""INMHAPVP"",""FieldName"":[""Code"",""Name"",""centercode"",""EmploymentStatus""],""FieldValue"":[""W145959"",""W145959"",""INMHAPVP"",""{'CurrentStatus': 'Y', 'Date': '10/11/2024', 'Reason': ''}""],""TableName"":""EmpMaster"",""HierarchyName"":null,""ReportingManager"":null,""FutureUse"":null,""EffectiveDate"":null}
",version updated and resolved reported issue 
T020354,iApp,"Employee ID - W145959, successfully blocked by API but still showing active.","Employee ID - W145959, successfully blocked by API but still showing active.",l1,version updated and resolved reported issue 
T020354,iApp,"Employee ID - W145959, successfully blocked by API but still showing active.","Employee ID - W145959, successfully blocked by API but still showing active.",assigned to Milan,version updated and resolved reported issue 
T020354,iApp,"Employee ID - W145959, successfully blocked by API but still showing active.","Employee ID - W145959, successfully blocked by API but still showing active.",version updated and resolved reported issue ,version updated and resolved reported issue 
T020355,,Urgent: Door Closure issue,"Hi Team, This is in regard to an issue with the door closure at our office main entrance. The door closure is not functioning properly, allowing the door to remain open without requiring an access card. This poses a significant safety concern, especially after office hours. I kindly request you to resolve this issue asap. Kindest",Need to connect with client.,"As we connected with client and Nikul bhai(Spectra) & checked device detail on watsapp photo (Nikul bhai), the device was not from spectra. Was from other company Smart i. We suggested for same to client and as per Nikul bhai suggestion, ticket has been closed."
T020355,,Urgent: Door Closure issue,"Hi Team, This is in regard to an issue with the door closure at our office main entrance. The door closure is not functioning properly, allowing the door to remain open without requiring an access card. This poses a significant safety concern, especially after office hours. I kindly request you to resolve this issue asap. Kindest",Need to connect with client.,"As we connected with client and Nikul bhai(Spectra) & checked device detail on watsapp photo (Nikul bhai), the device was not from spectra. Was from other company Smart i. We suggested for same to client and as per Nikul bhai suggestion, ticket has been closed."
T020355,,Urgent: Door Closure issue,"Hi Team, This is in regard to an issue with the door closure at our office main entrance. The door closure is not functioning properly, allowing the door to remain open without requiring an access card. This poses a significant safety concern, especially after office hours. I kindly request you to resolve this issue asap. Kindest","As we connected with client and Nikul bhai(Spectra) & checked device detail on watsapp photo (Nikul bhai), the device was not from spectra. Was from other company Smart i. We suggested for same to client and as per Nikul bhai suggestion, ticket has been closed.","As we connected with client and Nikul bhai(Spectra) & checked device detail on watsapp photo (Nikul bhai), the device was not from spectra. Was from other company Smart i. We suggested for same to client and as per Nikul bhai suggestion, ticket has been closed."
T020357,iApp, Need Support Software For Spectra,Require support for iApp software.,"During the remote session, we configured fire integration in iApp for controller number 12. The client will check and provide an update by the end of the day.",As per remote session we have configured fire integration as per client requirment and now it is wokring with fire connection
T020357,iApp, Need Support Software For Spectra,Require support for iApp software.,Under observation,As per remote session we have configured fire integration as per client requirment and now it is wokring with fire connection
T020357,iApp, Need Support Software For Spectra,Require support for iApp software.,As per remote session we have configured fire integration as per client requirment and now it is wokring with fire connection,As per remote session we have configured fire integration as per client requirment and now it is wokring with fire connection
T020358,iApp,Overtime application applied issue ,"I am unable to apply overtime due to the overtime option is not showing. Employee Name- Prabhakar Shukla Emp. Code- 108611 I think overtime policy is not updated. Kindly note that person today come in the evening shift so, rectify the issues on urgent basis.","1. The client reported that when they tried to apply overtime for employee ID 108611 on the date 02/12/2024, it showed ""no overtime calculated"" for that day.  
2. I opened the attendance sheet and attempted to apply overtime, but the application page did not open and showed an error.  
3. I went to the overtime/COFF application page, added a new application, filled in all the details, and saved the information, but the same error occurred. After checking, I found that according to the employee's overtime policy, only pre-overtime applications are applicable. The application for overtime must be submitted before the last punch on the attendance date; otherwise, the application is not valid for that employee.","1. The client reported that when they tried to apply overtime for employee ID 108611 on the date 02/12/2024, it showed ""no overtime calculated"" for that day.  
2. I opened the attendance sheet and attempted to apply overtime, but the application page did not open and showed an error.  
3. I went to the overtime/COFF application page, added a new application, filled in all the details, and saved the information, but the same error occurred. After checking, I found that according to the employee's overtime policy, only pre-overtime applications are applicable. The application for overtime must be submitted before the last punch on the attendance date; otherwise, the application is not valid for that employee."
T020359,iApp,Controller is not working,Controller is not working Warranty,As we checked device is online and one door is working fine but other door transaction are not reflecting so we suggested them to check the physical wire connection. ,As discussed their engineer checked the physical connections and claim that their is issue with controller so we suggested them if issue is in controller than send to our service center. They will check and update us for that.
T020359,iApp,Controller is not working,Controller is not working Warranty,As we checked one door is working fine while other one is not working also transaction are not reflection so kindly check the physical wire connection and update us.,As discussed their engineer checked the physical connections and claim that their is issue with controller so we suggested them if issue is in controller than send to our service center. They will check and update us for that.
T020359,iApp,Controller is not working,Controller is not working Warranty,As discussed their engineer checked the physical connections and claim that their is issue with controller so we suggested them if issue is in controller than send to our service center. They will check and update us for that.,As discussed their engineer checked the physical connections and claim that their is issue with controller so we suggested them if issue is in controller than send to our service center. They will check and update us for that.
T020360,Biot Device,Device configuration,Device configuration,"After remotely accessing the system, I initiated the process by inputting the necessary router details, ensuring a seamless configuration process. This involved establishing a secure router ID password to safeguard the network from unauthorized access. Next, I carefully configured the Wi-Fi frequency to operate at 2.4 GHz, a common choice for its wider range coverage and compatibility with various devices. This step was crucial in optimizing the network performance for the client's specific needs. Subsequently, I guided the client through the steps required to connect to the newly configured Wi-Fi network using the designated biot application. This involved them through the application interface and assisting them in inputting the required information, such as the network name (SSID) and the secure password. Once the client successfully inputted the necessary details, the connection was established between their device and the Wi-Fi network. This ensured that they could seamlessly access the internet and other network resources without any disruptions. Furthermore, recognizing the importance of ensuring continuous connectivity, I provided clear instructions to the client on how to reconnect to the Wi-Fi network in case of any disconnection issues. This included troubleshooting steps such as restarting the device, checking for any interference, and verifying the Wi-Fi settings. By empowering the client with this knowledge, I aimed to minimize any potential downtime and ensure a smooth user experience with their newly configured Wi-Fi network.","After remotely accessing the system, I initiated the process by inputting the necessary router details, ensuring a seamless configuration process. This involved establishing a secure router ID password to safeguard the network from unauthorized access. Next, I carefully configured the Wi-Fi frequency to operate at 2.4 GHz, a common choice for its wider range coverage and compatibility with various devices. This step was crucial in optimizing the network performance for the client's specific needs. Subsequently, I guided the client through the steps required to connect to the newly configured Wi-Fi network using the designated biot application. This involved them through the application interface and assisting them in inputting the required information, such as the network name (SSID) and the secure password. Once the client successfully inputted the necessary details, the connection was established between their device and the Wi-Fi network. This ensured that they could seamlessly access the internet and other network resources without any disruptions. Furthermore, recognizing the importance of ensuring continuous connectivity, I provided clear instructions to the client on how to reconnect to the Wi-Fi network in case of any disconnection issues. This included troubleshooting steps such as restarting the device, checking for any interference, and verifying the Wi-Fi settings. By empowering the client with this knowledge, I aimed to minimize any potential downtime and ensure a smooth user experience with their newly configured Wi-Fi network."
T020361,Biot Device,Issue in add-on-service,Issue in add-on-service," As per the remote session, the order has been generated by the QC team, and the add-on service has been successfully activated. They can now add the user to the software."," As per the remote session, the order has been generated by the QC team, and the add-on service has been successfully activated. They can now add the user to the software."
T020362,Biot Device,Issue in assign admin,Issue in assign admin,"As per the remote session, we guided them on how to assign the sub-admin role to a particular user and the steps involved. The sub-admin has now been successfully assigned.","As per the remote session, we guided them on how to assign the sub-admin role to a particular user and the steps involved. The sub-admin has now been successfully assigned."
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice",Need to connect with client.,issue has been resolved by Arasappaji.
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice",Need to connect with client.,issue has been resolved by Arasappaji.
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice","As per our telephonic discussion, client will connect back with us once after he arrive at office.",issue has been resolved by Arasappaji.
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice","As per our telephonic discussion, client will connect back with us once after he arrive at office.",issue has been resolved by Arasappaji.
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice",Client said today i will call you after arrive at office.,issue has been resolved by Arasappaji.
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice",Client said today i will call you after arrive at office.,issue has been resolved by Arasappaji.
T020363,,DOTL Issue,"Team, Two of the doors DOTL and buzzer sound is not working. Kindly arrange to fix the issue. Deepak Nandakumar | Senior Executive - Administration & Facility Softtek India Pvt Ltd.| No 26/1, Shilpa Emerald, Hosur Main Road, Bangalore 560068, Karnataka, India. Tel: +91 8040165000 Ext. 5319 | Mobile: +9198804 37755| www.softtek.com nearshore.com | twitter.com/Softtek | linkedin.com/company/Softtek | facebook.com/Softtek |youtube.com/SofttekTV IMPORTANT: The documents and files attached to this transmission contain confidential information that must be kept secret by law. This information is for the exclusive use of the specified recipient whose name appears in this transmission. If you have received this message by mistake, please notify us immediately by return e-mail and delete the file and its attachments. You are hereby notified that any dissemination, copying, distribution or adoption of any action arising from the confidential information contained herein is strictly prohibited. Any violation will be penalized by law. Privacy Notice","Software: iApp
Application : Access Control
Issue: DOTL buzzer is not buzzing. 
As i checked remotely, DOTL details are configured in software. Hardware side need to connect.",issue has been resolved by Arasappaji.
